,tos,sos,spco2,mlotst,o2os,no3os,po4os,sios,dfeos,co3,Cyanobacteria,Proteobacteria,Ascomycota,Bacteroidetes,Firmicutes,Richness,Shannon,bi-cycle,3h4h,Assimilatory_nitrate_reduction,Assimilatory_sulfate_reduction,ATP_synthesis,Calvin_cycle,Cysteine_biosynthesis,Denitrification,Dissimilatory_nitrate_reduction,Dissimilatory_sulfate_reduction,Nitrification,Nitrogen_fixation,Pta-Ack,antenna_proteins,Photosynthetic_electron_transport,Photosystem_I,Photosystem_II,acetyl-CoA_pathway,Sulfur_oxidation
SRR13122122,20.7317295,36.75865475,35.93292575,40.716679,0.226404913,0.002174171,9.57E-05,0.001519954,7.64E-07,0.239321075,0.450356308,0.159391299,0.088749295,0.022046375,0.023089024,2971,3.846097646,0.009790587,0.003754963,0.056706662,0.255429379,0.01337888,0.131567567,0.128548958,0.039480457,0.015052871,0.027433699,0.002857528,0.029064699,0.13074133,0.010071819,0.017049149,0.002675628,0.007342986,0.07413998,0.044912859
SRR13122123,21.07968275,36.771589,36.096031,45.22063075,0.225136105,0.001956304,8.13E-05,0.001474626,7.48E-07,0.24104439,0.513615138,0.168465049,0.065825938,0.032469914,0.026344166,3000,3.614184702,0.009690504,0.004103445,0.058548585,0.276809462,0.012966514,0.093794064,0.137050868,0.042570701,0.017158126,0.03096596,0.003110197,0.033483266,0.124661533,0.01087851,0.01801773,0.003046112,0.007821156,0.076373524,0.038949743
SRR13122124,21.11364975,36.78658025,35.88500125,34.820145,0.226369575,0.001661528,6.16E-05,0.001401154,7.01E-07,0.24236126,0.174361317,0.249849581,0.126141872,0.039885343,0.039026638,3028,5.088564301,0.011335919,0.004172708,0.070894743,0.278683267,0.0122877,0.086557646,0.133779404,0.043759108,0.016474026,0.029488147,0.003012466,0.031985967,0.125633087,0.010679543,0.015858482,0.002007713,0.005676128,0.08550944,0.032204504
SRR13122125,20.61267325,36.771523,35.76506425,29.282653,0.228038215,0.002015627,8.30E-05,0.001423381,6.74E-07,0.239429768,0.118267369,0.247772232,0.148408509,0.038646984,0.038632369,2978,5.142623302,0.008758516,0.003965524,0.056111902,0.254416514,0.012487339,0.146208346,0.127577008,0.037826737,0.014845595,0.028667825,0.002712825,0.029160505,0.132028844,0.009687207,0.015670795,0.001653676,0.006310653,0.066756161,0.045154029
SRR13122126,19.974051,36.74726575,35.57063125,25.79463675,0.231715903,0.002389232,0.000103435,0.00139622,6.48E-07,0.235817838,0.29782537,0.18058995,0.121712053,0.029018744,0.032699133,3024,4.493894921,0.007665058,0.003316138,0.053713807,0.234953525,0.01286603,0.175568998,0.124050155,0.033907431,0.013492203,0.025231798,0.002456251,0.026995827,0.128891882,0.008904784,0.015641168,0.001969408,0.00601984,0.060338819,0.064016878
SRR13122127,19.974051,36.74726575,35.57063125,25.79463675,0.231715903,0.002389232,0.000103435,0.00139622,6.48E-07,0.235817838,0.339390761,0.204846721,0.098521808,0.030208502,0.033795777,3088,4.308879963,0.009230252,0.004205769,0.061599129,0.272971975,0.012773754,0.103454797,0.135224419,0.041039456,0.016641627,0.030469007,0.00302345,0.032763908,0.126527962,0.010174696,0.016569234,0.002121735,0.00639329,0.074041308,0.040774232
SRR13122128,19.974051,36.74726575,35.57063125,25.79463675,0.231715903,0.002389232,0.000103435,0.00139622,6.48E-07,0.235817838,0.294533686,0.256174036,0.095863407,0.043404052,0.040763302,2998,4.38415448,0.005891281,0.004414068,0.056500433,0.267415755,0.013836578,0.137697893,0.136621916,0.037464688,0.016690138,0.035675423,0.002807703,0.034804185,0.12132673,0.010255348,0.016614234,0.002698982,0.007666731,0.0561811,0.035436813
SRR13122129,19.83061375,35.47873925,40.5449415,26.2736035,0.235380285,4.37E-05,8.11E-06,0.001581752,1.14E-07,0.199982638,0.552339108,0.114832716,0.077404156,0.023354553,0.018859053,3005,3.113724083,0.005617724,0.003577129,0.053318703,0.234725737,0.01639451,0.178362923,0.122161686,0.032769661,0.014147053,0.028408784,0.002396896,0.029169623,0.135481224,0.008517884,0.019656185,0.003364685,0.013236906,0.049794872,0.048897815
SRR13122130,19.974051,36.74726575,35.57063125,25.79463675,0.231715903,0.002389232,0.000103435,0.00139622,6.48E-07,0.235817838,0.203324596,0.250957779,0.108659874,0.042114751,0.04496055,3045,4.787962347,0.007510226,0.004566849,0.051682557,0.276865077,0.01264123,0.10787581,0.137763491,0.041481695,0.017681104,0.034551516,0.002997317,0.035815699,0.124284931,0.01131787,0.01610778,0.001929667,0.00692361,0.067702639,0.040300933
SRR13122131,19.974051,36.74726575,35.57063125,25.79463675,0.231715903,0.002389232,0.000103435,0.00139622,6.48E-07,0.235817838,0.148210587,0.241204959,0.131937149,0.032970374,0.041463401,2959,5.006445996,0.008511562,0.004237195,0.056067492,0.272675906,0.012272402,0.124390083,0.129274263,0.040288934,0.016349446,0.031138791,0.002942328,0.032437762,0.126307971,0.010576725,0.017222998,0.001588916,0.006524158,0.070549027,0.036644039
SRR13122132,19.53523075,36.7291685,35.51802425,32.59400825,0.234853158,0.002634384,0.000114364,0.001329903,6.05E-07,0.23293508,0.22377204,0.226134424,0.106322879,0.037565879,0.047378858,3058,4.742815263,0.011040804,0.004210915,0.067281687,0.281762085,0.012137736,0.082898389,0.137773813,0.043673036,0.016875336,0.031209634,0.003047073,0.032829313,0.123086365,0.011336095,0.015764588,0.001809186,0.005933236,0.085846431,0.031484279
SRR13122133,19.53523075,36.7291685,35.51802425,32.59400825,0.234853158,0.002634384,0.000114364,0.001329903,6.05E-07,0.23293508,0.159640189,0.188430553,0.152848373,0.039088463,0.034695175,2999,5.083331506,0.007708443,0.003504678,0.057460963,0.228760254,0.015086934,0.173399161,0.116797578,0.034109008,0.013209403,0.025664587,0.002472979,0.025902241,0.139364609,0.009497375,0.015146863,0.001625263,0.005845082,0.062384392,0.062060187
SRR13122134,19.69097825,36.74711225,35.47893025,30.070611,0.236010558,0.002112344,7.91E-05,0.001269655,5.32E-07,0.234334755,0.289176951,0.184864385,0.11344917,0.039742545,0.034570904,3008,4.646464066,0.008100356,0.003673283,0.058434321,0.238342756,0.013797743,0.158829983,0.121134228,0.03645273,0.014358213,0.027364332,0.002573774,0.027928454,0.133945665,0.010314182,0.015394919,0.001982508,0.006168182,0.065954579,0.055249792
SRR13122135,19.69097825,36.74711225,35.47893025,30.070611,0.236010558,0.002112344,7.91E-05,0.001269655,5.32E-07,0.234334755,0.170534484,0.271659888,0.103385029,0.063642075,0.047531497,2919,4.966914248,0.008563339,0.003841435,0.056726827,0.252089718,0.012719415,0.155751489,0.125169926,0.037329267,0.014785461,0.03019989,0.002712357,0.029910584,0.125452157,0.009759128,0.014850971,0.001943768,0.006186269,0.073364692,0.038643305
SRR13122136,19.69097825,36.74711225,35.47893025,30.070611,0.236010558,0.002112344,7.91E-05,0.001269655,5.32E-07,0.234334755,0.229175148,0.216232539,0.122089012,0.032679514,0.035251981,2930,4.816322831,0.011941449,0.00411833,0.059778883,0.267471204,0.012740014,0.107359422,0.129225357,0.041837396,0.015342197,0.028135851,0.002987433,0.029492916,0.12738027,0.011032508,0.015701287,0.001715692,0.00562576,0.088691044,0.039422985
SRR13122137,19.69097825,36.74711225,35.47893025,30.070611,0.236010558,0.002112344,7.91E-05,0.001269655,5.32E-07,0.234334755,0.216218982,0.277786264,0.089559731,0.052154203,0.045271835,3153,4.740447541,0.010173634,0.004470358,0.059937605,0.283150959,0.012143591,0.085251753,0.138490833,0.043790129,0.017756168,0.033474707,0.003108184,0.034759197,0.126007997,0.011212527,0.015881719,0.001778375,0.006073382,0.082026628,0.030512254
SRR13122138,19.69097825,36.74711225,35.47893025,30.070611,0.236010558,0.002112344,7.91E-05,0.001269655,5.32E-07,0.234334755,0.279193187,0.197385821,0.104423407,0.037301446,0.040840098,2983,4.623788835,0.008884648,0.004027363,0.05356474,0.258246118,0.012826832,0.130665011,0.128411387,0.039227723,0.015465042,0.029187825,0.002682137,0.030199164,0.129524407,0.010492793,0.015919283,0.002016367,0.006359129,0.070964455,0.051335577
SRR13122139,19.5534855,36.755888,35.2679655,34.089724,0.237274815,0.001839391,6.45E-05,0.001299242,4.85E-07,0.234468228,0.286913626,0.194802739,0.106654881,0.03913337,0.035468498,3043,4.563532301,0.008377351,0.003536693,0.059351243,0.249008416,0.014606065,0.1454467,0.124451542,0.036654451,0.014483013,0.028943889,0.002523402,0.028327546,0.130299925,0.010390949,0.016059309,0.002257324,0.006943497,0.068503925,0.04983476
SRR13122140,19.83061375,35.47873925,40.5449415,26.2736035,0.235380285,4.37E-05,8.11E-06,0.001581752,1.14E-07,0.199982638,0.542704073,0.123176719,0.076103394,0.023595678,0.019375458,3042,3.154693074,0.006879492,0.003699875,0.05719456,0.246109739,0.014773776,0.152826337,0.127370298,0.035403166,0.014995871,0.028751535,0.002590936,0.030478701,0.132701892,0.00905844,0.019050594,0.003094072,0.011793556,0.056902625,0.046324534
SRR13122141,19.5534855,36.755888,35.2679655,34.089724,0.237274815,0.001839391,6.45E-05,0.001299242,4.85E-07,0.234468228,0.196326277,0.258409021,0.112945473,0.041947943,0.042851667,2940,4.744159599,0.007073725,0.004102555,0.052549717,0.265874908,0.014013726,0.133748214,0.133564959,0.038026884,0.015933752,0.032918413,0.002658704,0.032005399,0.125266436,0.010440352,0.016426234,0.001825207,0.00639043,0.06295079,0.044229594
SRR13122142,20.11438325,36.91681425,35.87515125,23.5869115,0.235393518,0.000961399,1.64E-05,0.001346359,3.60E-07,0.237784338,0.213327124,0.155314755,0.159109121,0.0298519,0.028477061,2998,4.91772701,0.006477867,0.00319057,0.054150133,0.211473193,0.017176176,0.229237057,0.108152201,0.032843423,0.01300555,0.023542635,0.002352575,0.025470221,0.136197222,0.009544925,0.015891964,0.001591439,0.005693196,0.053176308,0.050833345
SRR13122143,20.11438325,36.91681425,35.87515125,23.5869115,0.235393518,0.000961399,1.64E-05,0.001346359,3.60E-07,0.237784338,0.251161445,0.205454165,0.127505591,0.037776175,0.036431903,2985,4.796652307,0.007381332,0.004072393,0.061797063,0.262758805,0.015076547,0.132769703,0.129102129,0.039185732,0.016647599,0.030554493,0.002877474,0.032761278,0.12858942,0.011133139,0.016686231,0.001767395,0.006357683,0.063983098,0.036498484
SRR13122144,20.11438325,36.91681425,35.87515125,23.5869115,0.235393518,0.000961399,1.64E-05,0.001346359,3.60E-07,0.237784338,0.258409426,0.185313031,0.133177693,0.036817259,0.034171143,3019,4.79020711,0.007236007,0.003583071,0.058597705,0.240127601,0.014673547,0.179411901,0.12106099,0.036045751,0.014725093,0.027272148,0.002744161,0.02887621,0.130230719,0.010557538,0.016384525,0.001777208,0.005720584,0.060293267,0.040681974
SRR13122145,20.11438325,36.91681425,35.87515125,23.5869115,0.235393518,0.000961399,1.64E-05,0.001346359,3.60E-07,0.237784338,0.286314931,0.169922905,0.138587648,0.029080495,0.029747259,2989,4.741717813,0.007807936,0.003348796,0.053993601,0.235179766,0.013682937,0.178135748,0.122762147,0.035113599,0.013913354,0.025268314,0.002678972,0.026953432,0.133637967,0.009724698,0.016020523,0.001715951,0.005420765,0.060578974,0.05406252
SRR13122146,20.11438325,36.91681425,35.87515125,23.5869115,0.235393518,0.000961399,1.64E-05,0.001346359,3.60E-07,0.237784338,0.237567463,0.189337098,0.13512075,0.034430079,0.034867036,2994,4.851483594,0.006669248,0.003400141,0.04839772,0.225805221,0.017741812,0.199735007,0.120344035,0.032453299,0.013143566,0.025386804,0.002391349,0.026106867,0.137082559,0.009159298,0.016453841,0.001705589,0.005938344,0.054017365,0.054067936
SRR13122147,20.53841825,36.9481235,36.33737375,19.000116,0.233535678,0.000887708,1.27E-05,0.001382323,3.54E-07,0.239031673,0.317811435,0.126407181,0.146645489,0.021412123,0.022247311,2996,4.686525429,0.010028558,0.003297825,0.062360663,0.240819627,0.013676596,0.160761309,0.121528685,0.036966204,0.013795319,0.023660949,0.002547168,0.025497749,0.131389774,0.010338229,0.016398101,0.001607191,0.0050064,0.072094225,0.048225428
SRR13122148,20.53841825,36.9481235,36.33737375,19.000116,0.233535678,0.000887708,1.27E-05,0.001382323,3.54E-07,0.239031673,0.313532977,0.15134547,0.133682372,0.028654808,0.027534577,3054,4.666821324,0.00870674,0.003344372,0.05811954,0.234040519,0.014894384,0.180254094,0.119470547,0.035181736,0.013721666,0.024238352,0.002615345,0.026103529,0.134465004,0.010074489,0.016635234,0.00177092,0.005403155,0.064843563,0.046116812
SRR13122149,20.53841825,36.9481235,36.33737375,19.000116,0.233535678,0.000887708,1.27E-05,0.001382323,3.54E-07,0.239031673,0.321495941,0.14116082,0.134869159,0.025335126,0.025686558,2957,4.517707509,0.007612648,0.003233139,0.050484999,0.231154752,0.016744211,0.191733591,0.120477038,0.033893902,0.013432551,0.02449482,0.002576736,0.025848777,0.133427861,0.009385732,0.01718427,0.001805819,0.005489421,0.058772117,0.052247616
SRR13122150,20.53841825,36.9481235,36.33737375,19.000116,0.233535678,0.000887708,1.27E-05,0.001382323,3.54E-07,0.239031673,0.34660763,0.182974501,0.106612283,0.03982015,0.033331052,2928,4.431309642,0.00767279,0.0036691,0.05159341,0.248385583,0.01697768,0.166746185,0.124647477,0.036264524,0.014831033,0.027874229,0.002644249,0.029808687,0.130430096,0.010495245,0.017879966,0.002261016,0.005837299,0.060530498,0.041450933
SRR13122151,19.83061375,35.47873925,40.5449415,26.2736035,0.235380285,4.37E-05,8.11E-06,0.001581752,1.14E-07,0.199982638,0.323594989,0.156431719,0.13075005,0.035705791,0.027705598,3026,4.367433926,0.005320396,0.002952778,0.041622993,0.200880363,0.013491087,0.251284058,0.107814666,0.028629294,0.011774249,0.022183438,0.002000383,0.023595849,0.137357481,0.008113445,0.014637196,0.001783216,0.007990003,0.044572297,0.073996807
SRR13122152,20.53841825,36.9481235,36.33737375,19.000116,0.233535678,0.000887708,1.27E-05,0.001382323,3.54E-07,0.239031673,0.454364177,0.12898635,0.100501034,0.028084395,0.026145438,2924,3.915628865,0.007495338,0.003540024,0.049856131,0.246549434,0.014851695,0.171942853,0.125093861,0.035837723,0.014652545,0.027272934,0.002647787,0.028526717,0.129935876,0.010216664,0.018472277,0.002364522,0.005688076,0.059973727,0.045081816
SRR13122153,20.53841825,36.9481235,36.33737375,19.000116,0.233535678,0.000887708,1.27E-05,0.001382323,3.54E-07,0.239031673,0.32641324,0.155062358,0.1333485,0.025276069,0.028038811,3030,4.459214197,0.006667026,0.00327217,0.049695748,0.2284616,0.015993376,0.187389749,0.122130673,0.03292659,0.013283039,0.024672538,0.002441362,0.025775482,0.132583787,0.008928434,0.017278521,0.001915473,0.005647228,0.053808377,0.067128827
SRR13122154,20.470135,36.9406015,36.33293725,18.88600863,0.234169925,0.000941517,1.52E-05,0.001389157,3.53E-07,0.238507705,0.370560141,0.151429581,0.12047795,0.027346132,0.02920413,2943,4.36829558,0.008227772,0.003526901,0.057025152,0.238863894,0.014486154,0.168595722,0.124841857,0.035918688,0.014183282,0.025842496,0.00268674,0.027660764,0.131935397,0.009835813,0.016688093,0.002071827,0.005697586,0.063337605,0.048574256
SRR13122155,20.470135,36.9406015,36.33293725,18.88600863,0.234169925,0.000941517,1.52E-05,0.001389157,3.53E-07,0.238507705,0.382503756,0.117291405,0.133168034,0.018944313,0.020242969,2981,4.399272849,0.011438315,0.003228218,0.063629536,0.245783255,0.013847243,0.144957119,0.122912523,0.038867939,0.013733369,0.022989727,0.002751306,0.024837247,0.131502891,0.009450257,0.01708375,0.001842195,0.004653452,0.081567667,0.044923989
SRR13122156,21.30478175,37.0384605,36.9098225,16.89120363,0.229324278,0.000800638,7.56E-06,0.001357161,3.66E-07,0.242883163,0.366166741,0.153814043,0.125675619,0.024822908,0.027883615,2988,4.34179547,0.007105561,0.00327,0.052446634,0.225103393,0.012585164,0.224553328,0.11626075,0.033379668,0.013505824,0.024179721,0.002590731,0.026157781,0.120333876,0.008873146,0.016129456,0.001775486,0.004668336,0.058001772,0.049079373
SRR13122157,21.30478175,37.0384605,36.9098225,16.89120363,0.229324278,0.000800638,7.56E-06,0.001357161,3.66E-07,0.242883163,0.343321368,0.129507453,0.141942952,0.021056131,0.023593656,3068,4.405425202,0.007717289,0.003198073,0.051797145,0.226491325,0.014909038,0.20220679,0.120994499,0.033856381,0.013089986,0.023200322,0.002479472,0.025135933,0.131561933,0.009110815,0.016834234,0.001770464,0.004516874,0.058753037,0.052376391
SRR13122158,21.30478175,37.0384605,36.9098225,16.89120363,0.229324278,0.000800638,7.56E-06,0.001357161,3.66E-07,0.242883163,0.26959238,0.104044986,0.176867676,0.017121127,0.019719388,2970,4.713880257,0.008633967,0.00274993,0.055433714,0.213408092,0.016009449,0.218618731,0.110914223,0.032469763,0.011657284,0.020393334,0.002312351,0.021952853,0.137827952,0.00902836,0.016547083,0.001376846,0.003855187,0.062319648,0.054491234
SRR13122159,22.106432,37.09758375,37.5575155,16.955739,0.22492218,0.000752326,4.43E-06,0.001294805,3.81E-07,0.24626011,0.318898389,0.167255175,0.129230226,0.031817597,0.030103333,2942,4.481767099,0.006952007,0.003601855,0.050603645,0.239977022,0.015184678,0.185130081,0.123856492,0.035337298,0.014315532,0.025926442,0.002587169,0.028068803,0.127689251,0.008965334,0.016708386,0.001724902,0.004469707,0.056580309,0.052321088
SRR13122160,22.106432,37.09758375,37.5575155,16.955739,0.22492218,0.000752326,4.43E-06,0.001294805,3.81E-07,0.24626011,0.285532012,0.193300714,0.125758506,0.038251254,0.033212893,2961,4.617550821,0.006732418,0.0035214,0.05109474,0.232964906,0.015902478,0.191725355,0.121125663,0.033732776,0.013872782,0.026054558,0.002573213,0.027364751,0.13347427,0.008714203,0.01643135,0.001784171,0.004677751,0.05449907,0.053754147
SRR13122161,22.106432,37.09758375,37.5575155,16.955739,0.22492218,0.000752326,4.43E-06,0.001294805,3.81E-07,0.24626011,0.28228664,0.148292302,0.152143998,0.028746468,0.026404811,2980,4.694562613,0.007482229,0.003152055,0.057998639,0.225396703,0.017249624,0.199300603,0.115478627,0.033904974,0.0131784,0.023095004,0.002551313,0.025133402,0.135646112,0.009037404,0.01726008,0.00158315,0.004523798,0.059027592,0.049000288
SRR13122162,19.83061375,35.47873925,40.5449415,26.2736035,0.235380285,4.37E-05,8.11E-06,0.001581752,1.14E-07,0.199982638,0.411158533,0.181558748,0.090391083,0.042118786,0.031535267,2999,3.991789232,0.008809181,0.00424574,0.0698277,0.279792859,0.012211766,0.096964733,0.137285574,0.041627672,0.017473662,0.030994224,0.003066808,0.034396316,0.117192517,0.010492076,0.017545889,0.001923835,0.007404489,0.070841885,0.037903073
SRR13122163,22.106432,37.09758375,37.5575155,16.955739,0.22492218,0.000752326,4.43E-06,0.001294805,3.81E-07,0.24626011,0.373337568,0.135186723,0.129269726,0.025723388,0.026783066,2927,4.212014924,0.006258933,0.00338514,0.051871367,0.232819824,0.015349511,0.199260509,0.120622803,0.033384305,0.013575818,0.026016825,0.002434364,0.026997756,0.126727078,0.008963682,0.017504514,0.001918417,0.004727347,0.050669549,0.057512257
SRR13122164,22.106432,37.09758375,37.5575155,16.955739,0.22492218,0.000752326,4.43E-06,0.001294805,3.81E-07,0.24626011,0.214693478,0.231552024,0.133878729,0.037192596,0.039372527,2959,4.819808646,0.005766552,0.003253604,0.055754053,0.224053974,0.01770147,0.202993643,0.118538946,0.032216606,0.013577931,0.02553678,0.002372025,0.026343184,0.134823179,0.008324571,0.016181064,0.001477725,0.004282567,0.05049401,0.056308117
SRR13122165,22.106432,37.09758375,37.5575155,16.955739,0.22492218,0.000752326,4.43E-06,0.001294805,3.81E-07,0.24626011,0.381610534,0.157673682,0.117012764,0.030979267,0.027245474,2917,4.21416648,0.006890228,0.003519533,0.062169697,0.241953442,0.015921294,0.171782501,0.122270344,0.035519912,0.01453591,0.026188966,0.002528866,0.028442932,0.131209119,0.009121229,0.017360226,0.002115801,0.00525111,0.056550827,0.046668063
SRR13122166,22.02252825,37.09706775,37.60020425,16.43237825,0.225442075,0.000762343,4.48E-06,0.001295521,3.80E-07,0.245542635,0.298913548,0.17259169,0.136104385,0.04147091,0.027949276,3062,4.654460397,0.007451135,0.003307567,0.049823176,0.230065543,0.016454088,0.193712714,0.118376495,0.033937168,0.013466731,0.024178232,0.002526398,0.026420425,0.140906553,0.009249817,0.01689412,0.00179157,0.004239195,0.057423888,0.049775184
SRR13122167,22.78081925,37.13559975,38.14815275,16.51824425,0.221905455,0.000753971,3.38E-06,0.001294833,4.15E-07,0.248814025,0.374078955,0.150496052,0.123339731,0.032632463,0.025814737,2892,4.200006692,0.005906119,0.002781966,0.067351996,0.208725622,0.021237907,0.21840982,0.110392115,0.029395695,0.011577748,0.023027079,0.002181777,0.023538947,0.136860356,0.008039085,0.016713494,0.00220218,0.005529408,0.048554667,0.057574016
SRR13122168,22.78081925,37.13559975,38.14815275,16.51824425,0.221905455,0.000753971,3.38E-06,0.001294833,4.15E-07,0.248814025,0.399279844,0.128109582,0.120633035,0.027578731,0.021851761,2837,4.076551586,0.005822255,0.002552745,0.061560397,0.188809385,0.020816701,0.25684192,0.101927584,0.026867179,0.01041114,0.020150462,0.002001012,0.020340296,0.143169883,0.008108763,0.016448767,0.002353701,0.005120262,0.045095816,0.061601731
SRR13122169,22.78081925,37.13559975,38.14815275,16.51824425,0.221905455,0.000753971,3.38E-06,0.001294833,4.15E-07,0.248814025,0.464713198,0.153482693,0.090211118,0.034787262,0.02796777,2969,3.889430814,0.007938759,0.003922038,0.06293564,0.26870014,0.01455098,0.125438983,0.131842805,0.039381059,0.016321653,0.029446304,0.002910919,0.031767679,0.125998898,0.010354892,0.017994734,0.002393988,0.005481038,0.067240713,0.035378779
SRR13122170,22.8128345,37.16042225,38.20933625,16.39214275,0.221664592,0.000775389,3.26E-06,0.001301158,4.39E-07,0.249171785,0.48812371,0.137366251,0.09233048,0.028060002,0.024969547,2919,3.709134774,0.007374396,0.00372451,0.065676071,0.255855173,0.015661359,0.148861411,0.126040012,0.036775987,0.015378268,0.028321384,0.002779218,0.030433999,0.128865499,0.009730275,0.018851992,0.002868903,0.006038452,0.060426078,0.036337012
SRR13122171,22.8128345,37.16042225,38.20933625,16.39214275,0.221664592,0.000775389,3.26E-06,0.001301158,4.39E-07,0.249171785,0.38943004,0.148594011,0.113682831,0.025593013,0.025265029,2977,4.17653971,0.008829546,0.003382253,0.052151478,0.243741241,0.016319126,0.161022761,0.125641267,0.035975793,0.013792344,0.025830809,0.002529696,0.025910456,0.129437418,0.009068898,0.017454529,0.002359642,0.005109417,0.067128347,0.054314982
SRR13122172,22.8128345,37.16042225,38.20933625,16.39214275,0.221664592,0.000775389,3.26E-06,0.001301158,4.39E-07,0.249171785,0.166647858,0.230881034,0.15492962,0.036384475,0.03759358,3022,5.044182707,0.005910173,0.003146344,0.05244076,0.209239621,0.01673157,0.224703811,0.113758499,0.030957458,0.01264409,0.023609065,0.002353382,0.024850487,0.142276821,0.008564257,0.014954689,0.001380777,0.00392758,0.049819769,0.058730846
SRR13122173,18.82911975,35.3003025,39.74266825,28.2607805,0.239885258,0.000154275,1.24E-05,0.001517177,1.06E-07,0.195078603,0.123844701,0.223106637,0.15458021,0.045131733,0.034994972,2958,5.196339542,0.009073745,0.003317411,0.055788476,0.22923679,0.013595255,0.166213575,0.115765541,0.035618998,0.013625271,0.024641811,0.002332045,0.025484518,0.150994808,0.009449103,0.014180181,0.00156707,0.006884259,0.069054491,0.053176652
SRR13122174,22.04472725,35.558099,38.2716015,33.96270775,0.225100563,6.90E-05,1.99E-05,0.001776884,2.33E-07,0.220802543,0.468977385,0.083603995,0.112981615,0.015113134,0.015326451,3001,3.678864995,0.009044185,0.002875223,0.055666351,0.222562227,0.012897399,0.184425353,0.117617408,0.033443215,0.012278712,0.02134299,0.002364841,0.022973078,0.137033849,0.008835437,0.016452669,0.002061052,0.008281847,0.066159167,0.063684994
SRR13122175,23.50883025,37.17055825,38.63265575,16.15877325,0.218645865,0.000819507,2.71E-06,0.001308722,5.10E-07,0.25221659,0.180803564,0.289697892,0.122488069,0.045688692,0.047516286,2983,5.029175348,0.007451317,0.004003789,0.058626461,0.259791439,0.014475668,0.136462656,0.130837618,0.038855453,0.016266291,0.030193775,0.002777081,0.032524731,0.131083119,0.009787422,0.015950347,0.001587777,0.004410703,0.063782363,0.04113199
SRR13122176,23.50883025,37.17055825,38.63265575,16.15877325,0.218645865,0.000819507,2.71E-06,0.001308722,5.10E-07,0.25221659,0.18395896,0.248967253,0.136118279,0.041038571,0.039954456,2961,5.056311837,0.006864557,0.003715991,0.057748813,0.24341955,0.014662212,0.162307866,0.124574769,0.036294091,0.01526996,0.027979973,0.002711044,0.030208986,0.140349681,0.008866564,0.015912483,0.001554923,0.004371993,0.057903504,0.045283041
SRR13122177,23.49087475,37.15384075,38.59118825,16.54014,0.218829148,0.000820463,2.83E-06,0.001304299,5.00E-07,0.251992077,0.317371833,0.180146905,0.127019328,0.036411846,0.028759278,3005,4.531607887,0.006549682,0.003484545,0.049738246,0.235665156,0.016077997,0.188637159,0.12146319,0.034225357,0.013990624,0.025344975,0.002478679,0.027948241,0.13500241,0.009292859,0.016960476,0.001844477,0.004815022,0.054091391,0.052389513
SRR13122178,23.49087475,37.15384075,38.59118825,16.54014,0.218829148,0.000820463,2.83E-06,0.001304299,5.00E-07,0.251992077,0.201367483,0.167866972,0.166759617,0.036524596,0.024555095,2880,5.021326181,0.007474117,0.00280618,0.048305842,0.211108147,0.018309601,0.221160662,0.107749511,0.032484868,0.012971706,0.021735354,0.002324475,0.023088789,0.152155207,0.008240488,0.016267733,0.001400211,0.003935266,0.056159571,0.052322273
SRR13122179,23.90476725,37.1286765,38.94737425,18.72678175,0.217281803,0.000813964,2.69E-06,0.001305855,5.26E-07,0.252915538,0.247003031,0.186433203,0.15236921,0.031622939,0.026638343,3010,5.045099135,0.009351176,0.003425069,0.060268727,0.240668157,0.013626647,0.162684781,0.120089791,0.036892992,0.014097662,0.024246753,0.002699067,0.026209843,0.139475384,0.009599596,0.016284739,0.001491205,0.004064307,0.068799292,0.046024812
SRR13122180,23.90476725,37.1286765,38.94737425,18.72678175,0.217281803,0.000813964,2.69E-06,0.001305855,5.26E-07,0.252915538,0.31452936,0.201429247,0.120441966,0.037767631,0.032245505,3032,4.639604159,0.009717487,0.003879493,0.05799323,0.268383716,0.0119132,0.114928955,0.134325664,0.04135588,0.01639458,0.028883029,0.00299615,0.031538069,0.131684661,0.010133314,0.016268571,0.001651511,0.004492635,0.074141611,0.039318246
SRR13122181,23.90476725,37.1286765,38.94737425,18.72678175,0.217281803,0.000813964,2.69E-06,0.001305855,5.26E-07,0.252915538,0.292215403,0.241616151,0.105054884,0.049351599,0.03953421,2632,4.524647073,0.004018607,0.002446407,0.156945065,0.211079955,0.014211743,0.142365944,0.116642159,0.02533536,0.010240467,0.029914687,0.001935801,0.022696148,0.128028391,0.008010156,0.017636944,0.003239942,0.007932181,0.040235505,0.057084538
SRR13122182,23.90476725,37.1286765,38.94737425,18.72678175,0.217281803,0.000813964,2.69E-06,0.001305855,5.26E-07,0.252915538,0.258081547,0.227155446,0.121429263,0.048177882,0.037007488,2979,4.728046627,0.006228067,0.003381511,0.059903561,0.229978318,0.016939784,0.180878254,0.120801172,0.033185371,0.013917542,0.026794175,0.002502377,0.027492981,0.147143117,0.008883842,0.016123947,0.001800987,0.004784692,0.052772652,0.046487652
